county,precinct,office,district,party,candidate,votes,other_votes,blank_votes,total_votes
Hampton City,208 - Kraft (CD 3),President,,Democratic,Hillary R. Clinton,1604,22,0,2970
Hampton City,208 - Kraft (CD 3),President,,Republican,Donald J. Trump,1176,22,0,2970
Hampton City,208 - Kraft (CD 3),President,,Libertarian,Gary Johnson,111,22,0,2970
Hampton City,208 - Kraft (CD 3),President,,Independent,Evan McMullin,25,22,0,2970
Hampton City,208 - Kraft (CD 3),President,,Green,Jill Stein,32,22,0,2970
Hampton City,209 - Langley (CD 2),President,,Democratic,Hillary R. Clinton,940,20,0,1872
Hampton City,209 - Langley (CD 2),President,,Republican,Donald J. Trump,825,20,0,1872
Hampton City,209 - Langley (CD 2),President,,Libertarian,Gary Johnson,57,20,0,1872
Hampton City,209 - Langley (CD 2),President,,Independent,Evan McMullin,14,20,0,1872
Hampton City,209 - Langley (CD 2),President,,Green,Jill Stein,16,20,0,1872
Hampton City,210 - Machen (CD 3),President,,Democratic,Hillary R. Clinton,1993,14,0,2826
Hampton City,210 - Machen (CD 3),President,,Republican,Donald J. Trump,678,14,0,2826
Hampton City,210 - Machen (CD 3),President,,Libertarian,Gary Johnson,81,14,0,2826
Hampton City,210 - Machen (CD 3),President,,Independent,Evan McMullin,41,14,0,2826
Hampton City,210 - Machen (CD 3),President,,Green,Jill Stein,19,14,0,2826
Hampton City,212 - Bethel (CD 3),President,,Democratic,Hillary R. Clinton,1877,15,0,2762
Hampton City,212 - Bethel (CD 3),President,,Republican,Donald J. Trump,740,15,0,2762
Hampton City,212 - Bethel (CD 3),President,,Libertarian,Gary Johnson,79,15,0,2762
Hampton City,212 - Bethel (CD 3),President,,Independent,Evan McMullin,28,15,0,2762
Hampton City,212 - Bethel (CD 3),President,,Green,Jill Stein,23,15,0,2762
Hampton City,213 - Phillips (CD 2),President,,Democratic,Hillary R. Clinton,1192,34,0,2788
Hampton City,213 - Phillips (CD 2),President,,Republican,Donald J. Trump,1381,34,0,2788
Hampton City,213 - Phillips (CD 2),President,,Libertarian,Gary Johnson,120,34,0,2788
Hampton City,213 - Phillips (CD 2),President,,Independent,Evan McMullin,42,34,0,2788
Hampton City,213 - Phillips (CD 2),President,,Green,Jill Stein,19,34,0,2788
Hampton City,214 - Tucker Capps (CD 3),President,,Democratic,Hillary R. Clinton,1376,19,0,2336
Hampton City,214 - Tucker Capps (CD 3),President,,Republican,Donald J. Trump,839,19,0,2336
Hampton City,214 - Tucker Capps (CD 3),President,,Libertarian,Gary Johnson,62,19,0,2336
Hampton City,214 - Tucker Capps (CD 3),President,,Independent,Evan McMullin,20,19,0,2336
Hampton City,214 - Tucker Capps (CD 3),President,,Green,Jill Stein,20,19,0,2336
Hampton City,215 - Tyler (CD 2),President,,Democratic,Hillary R. Clinton,20,1,0,34
Hampton City,215 - Tyler (CD 2),President,,Republican,Donald J. Trump,12,1,0,34
Hampton City,215 - Tyler (CD 2),President,,Libertarian,Gary Johnson,1,1,0,34
Hampton City,215 - Tyler (CD 2),President,,Independent,Evan McMullin,0,1,0,34
Hampton City,215 - Tyler (CD 2),President,,Green,Jill Stein,0,1,0,34
Hampton City,215 - Tyler (CD 3),President,,Democratic,Hillary R. Clinton,471,3,0,574
Hampton City,215 - Tyler (CD 3),President,,Republican,Donald J. Trump,85,3,0,574
Hampton City,215 - Tyler (CD 3),President,,Libertarian,Gary Johnson,10,3,0,574
Hampton City,215 - Tyler (CD 3),President,,Independent,Evan McMullin,3,3,0,574
Hampton City,215 - Tyler (CD 3),President,,Green,Jill Stein,2,3,0,574
Hampton City,216 - Sandy Bottom (CD 3),President,,Democratic,Hillary R. Clinton,855,18,0,1372
Hampton City,216 - Sandy Bottom (CD 3),President,,Republican,Donald J. Trump,439,18,0,1372
Hampton City,216 - Sandy Bottom (CD 3),President,,Libertarian,Gary Johnson,37,18,0,1372
Hampton City,216 - Sandy Bottom (CD 3),President,,Independent,Evan McMullin,15,18,0,1372
Hampton City,216 - Sandy Bottom (CD 3),President,,Green,Jill Stein,8,18,0,1372
Hampton City,217 - Syms (CD 3),President,,Democratic,Hillary R. Clinton,444,7,0,994
Hampton City,217 - Syms (CD 3),President,,Republican,Donald J. Trump,505,7,0,994
Hampton City,217 - Syms (CD 3),President,,Libertarian,Gary Johnson,33,7,0,994
Hampton City,217 - Syms (CD 3),President,,Independent,Evan McMullin,4,7,0,994
Hampton City,217 - Syms (CD 3),President,,Green,Jill Stein,1,7,0,994
Hampton City,Ab - Central Absentee Precinct (CD 2),President,,Democratic,Hillary R. Clinton,884,12,0,1524
Hampton City,Ab - Central Absentee Precinct (CD 2),President,,Republican,Donald J. Trump,559,12,0,1524
Hampton City,Ab - Central Absentee Precinct (CD 2),President,,Libertarian,Gary Johnson,43,12,0,1524
Hampton City,Ab - Central Absentee Precinct (CD 2),President,,Independent,Evan McMullin,18,12,0,1524
Hampton City,Ab - Central Absentee Precinct (CD 2),President,,Green,Jill Stein,8,12,0,1524
Hampton City,Ab - Central Absentee Precinct (CD 3),President,,Democratic,Hillary R. Clinton,4433,34,0,5426
Hampton City,Ab - Central Absentee Precinct (CD 3),President,,Republican,Donald J. Trump,843,34,0,5426
Hampton City,Ab - Central Absentee Precinct (CD 3),President,,Libertarian,Gary Johnson,69,34,0,5426
Hampton City,Ab - Central Absentee Precinct (CD 3),President,,Independent,Evan McMullin,24,34,0,5426
Hampton City,Ab - Central Absentee Precinct (CD 3),President,,Green,Jill Stein,23,34,0,5426
Hampton City,Provisional (CD 2),President,,Democratic,Hillary R. Clinton,32,0,0,67
Hampton City,Provisional (CD 2),President,,Republican,Donald J. Trump,29,0,0,67
Hampton City,Provisional (CD 2),President,,Libertarian,Gary Johnson,4,0,0,67
Hampton City,Provisional (CD 2),President,,Independent,Evan McMullin,2,0,0,67
Hampton City,Provisional (CD 2),President,,Green,Jill Stein,0,0,0,67
Hampton City,Provisional (CD 3),President,,Democratic,Hillary R. Clinton,91,0,0,113
Hampton City,Provisional (CD 3),President,,Republican,Donald J. Trump,20,0,0,113
Hampton City,Provisional (CD 3),President,,Libertarian,Gary Johnson,1,0,0,113
Hampton City,Provisional (CD 3),President,,Independent,Evan McMullin,0,0,0,113
Hampton City,Provisional (CD 3),President,,Green,Jill Stein,1,0,0,113
Hanover County,101 - Ashland,President,,Democratic,Hillary R. Clinton,722,10,0,1428
Hanover County,101 - Ashland,President,,Republican,Donald J. Trump,623,10,0,1428
Hanover County,101 - Ashland,President,,Libertarian,Gary Johnson,51,10,0,1428
Hanover County,101 - Ashland,President,,Independent,Evan McMullin,11,10,0,1428
Hanover County,101 - Ashland,President,,Green,Jill Stein,11,10,0,1428
Hanover County,104 - Sliding Hill,President,,Democratic,Hillary R. Clinton,613,16,0,1599
Hanover County,104 - Sliding Hill,President,,Republican,Donald J. Trump,878,16,0,1599
Hanover County,104 - Sliding Hill,President,,Libertarian,Gary Johnson,61,16,0,1599
Hanover County,104 - Sliding Hill,President,,Independent,Evan McMullin,24,16,0,1599
Hanover County,104 - Sliding Hill,President,,Green,Jill Stein,7,16,0,1599
Hanover County,105 - Berkley,President,,Democratic,Hillary R. Clinton,796,6,0,1381
Hanover County,105 - Berkley,President,,Republican,Donald J. Trump,499,6,0,1381
Hanover County,105 - Berkley,President,,Libertarian,Gary Johnson,49,6,0,1381
Hanover County,105 - Berkley,President,,Independent,Evan McMullin,19,6,0,1381
Hanover County,105 - Berkley,President,,Green,Jill Stein,12,6,0,1381
Hanover County,106 - Kersey Creek,President,,Democratic,Hillary R. Clinton,325,7,0,985
Hanover County,106 - Kersey Creek,President,,Republican,Donald J. Trump,604,7,0,985
Hanover County,106 - Kersey Creek,President,,Libertarian,Gary Johnson,33,7,0,985
Hanover County,106 - Kersey Creek,President,,Independent,Evan McMullin,15,7,0,985
Hanover County,106 - Kersey Creek,President,,Green,Jill Stein,1,7,0,985
Hanover County,107 - Chickahominy,President,,Democratic,Hillary R. Clinton,476,10,0,1306
Hanover County,107 - Chickahominy,President,,Republican,Donald J. Trump,721,10,0,1306
Hanover County,107 - Chickahominy,President,,Libertarian,Gary Johnson,73,10,0,1306
Hanover County,107 - Chickahominy,President,,Independent,Evan McMullin,21,10,0,1306
Hanover County,107 - Chickahominy,President,,Green,Jill Stein,5,10,0,1306
Hanover County,201 - Beaverdam,President,,Democratic,Hillary R. Clinton,498,13,0,2102
Hanover County,201 - Beaverdam,President,,Republican,Donald J. Trump,1498,13,0,2102
Hanover County,201 - Beaverdam,President,,Libertarian,Gary Johnson,70,13,0,2102
Hanover County,201 - Beaverdam,President,,Independent,Evan McMullin,16,13,0,2102
Hanover County,201 - Beaverdam,President,,Green,Jill Stein,7,13,0,2102
Hanover County,202 - Blunts,President,,Democratic,Hillary R. Clinton,363,4,0,1049
Hanover County,202 - Blunts,President,,Republican,Donald J. Trump,645,4,0,1049
Hanover County,202 - Blunts,President,,Libertarian,Gary Johnson,31,4,0,1049
Hanover County,202 - Blunts,President,,Independent,Evan McMullin,4,4,0,1049
Hanover County,202 - Blunts,President,,Green,Jill Stein,2,4,0,1049
Hanover County,203 - Wilmington Parish,President,,Democratic,Hillary R. Clinton,447,5,0,1537
Hanover County,203 - Wilmington Parish,President,,Republican,Donald J. Trump,1015,5,0,1537
Hanover County,203 - Wilmington Parish,President,,Libertarian,Gary Johnson,47,5,0,1537
Hanover County,203 - Wilmington Parish,President,,Independent,Evan McMullin,15,5,0,1537
Hanover County,203 - Wilmington Parish,President,,Green,Jill Stein,8,5,0,1537
Hanover County,206 - Courthouse,President,,Democratic,Hillary R. Clinton,477,6,0,1189
Hanover County,206 - Courthouse,President,,Republican,Donald J. Trump,643,6,0,1189
Hanover County,206 - Courthouse,President,,Libertarian,Gary Johnson,38,6,0,1189
Hanover County,206 - Courthouse,President,,Independent,Evan McMullin,19,6,0,1189
Hanover County,206 - Courthouse,President,,Green,Jill Stein,6,6,0,1189
Hanover County,208 - Oak Knoll,President,,Democratic,Hillary R. Clinton,409,7,0,1443
Hanover County,208 - Oak Knoll,President,,Republican,Donald J. Trump,944,7,0,1443
Hanover County,208 - Oak Knoll,President,,Libertarian,Gary Johnson,57,7,0,1443
Hanover County,208 - Oak Knoll,President,,Independent,Evan McMullin,18,7,0,1443
Hanover County,208 - Oak Knoll,President,,Green,Jill Stein,8,7,0,1443
Hanover County,209 - West Hanover,President,,Democratic,Hillary R. Clinton,145,1,0,451
Hanover County,209 - West Hanover,President,,Republican,Donald J. Trump,279,1,0,451
Hanover County,209 - West Hanover,President,,Libertarian,Gary Johnson,18,1,0,451
Hanover County,209 - West Hanover,President,,Independent,Evan McMullin,4,1,0,451
Hanover County,209 - West Hanover,President,,Green,Jill Stein,4,1,0,451
Hanover County,210 - Oak Hill,President,,Democratic,Hillary R. Clinton,146,3,0,545
Hanover County,210 - Oak Hill,President,,Republican,Donald J. Trump,368,3,0,545
Hanover County,210 - Oak Hill,President,,Libertarian,Gary Johnson,22,3,0,545
Hanover County,210 - Oak Hill,President,,Independent,Evan McMullin,4,3,0,545
Hanover County,210 - Oak Hill,President,,Green,Jill Stein,2,3,0,545
Hanover County,301 - Clay,President,,Democratic,Hillary R. Clinton,508,10,0,1877
Hanover County,301 - Clay,President,,Republican,Donald J. Trump,1277,10,0,1877
Hanover County,301 - Clay,President,,Libertarian,Gary Johnson,55,10,0,1877
Hanover County,301 - Clay,President,,Independent,Evan McMullin,19,10,0,1877
Hanover County,301 - Clay,President,,Green,Jill Stein,8,10,0,1877
Hanover County,303 - Shady Grove,President,,Democratic,Hillary R. Clinton,481,8,0,1645
Hanover County,303 - Shady Grove,President,,Republican,Donald J. Trump,1072,8,0,1645
Hanover County,303 - Shady Grove,President,,Libertarian,Gary Johnson,50,8,0,1645
Hanover County,303 - Shady Grove,President,,Independent,Evan McMullin,24,8,0,1645
Hanover County,303 - Shady Grove,President,,Green,Jill Stein,10,8,0,1645
Hanover County,304 - Atlee,President,,Democratic,Hillary R. Clinton,1221,20,0,3628
Hanover County,304 - Atlee,President,,Republican,Donald J. Trump,2138,20,0,3628
Hanover County,304 - Atlee,President,,Libertarian,Gary Johnson,174,20,0,3628
Hanover County,304 - Atlee,President,,Independent,Evan McMullin,53,20,0,3628
Hanover County,304 - Atlee,President,,Green,Jill Stein,22,20,0,3628
Hanover County,305 - Cool Spring,President,,Democratic,Hillary R. Clinton,618,17,0,1862
Hanover County,305 - Cool Spring,President,,Republican,Donald J. Trump,1117,17,0,1862
Hanover County,305 - Cool Spring,President,,Libertarian,Gary Johnson,78,17,0,1862
Hanover County,305 - Cool Spring,President,,Independent,Evan McMullin,30,17,0,1862
Hanover County,305 - Cool Spring,President,,Green,Jill Stein,2,17,0,1862
Hanover County,401 - Battlefield,President,,Democratic,Hillary R. Clinton,391,7,0,2042
Hanover County,401 - Battlefield,President,,Republican,Donald J. Trump,1563,7,0,2042
Hanover County,401 - Battlefield,President,,Libertarian,Gary Johnson,58,7,0,2042
Hanover County,401 - Battlefield,President,,Independent,Evan McMullin,18,7,0,2042
Hanover County,401 - Battlefield,President,,Green,Jill Stein,5,7,0,2042
Hanover County,403 - Cold Harbor,President,,Democratic,Hillary R. Clinton,658,15,0,2490
Hanover County,403 - Cold Harbor,President,,Republican,Donald J. Trump,1687,15,0,2490
Hanover County,403 - Cold Harbor,President,,Libertarian,Gary Johnson,92,15,0,2490
Hanover County,403 - Cold Harbor,President,,Independent,Evan McMullin,22,15,0,2490
Hanover County,403 - Cold Harbor,President,,Green,Jill Stein,16,15,0,2490
Hanover County,404 - Black Creek,President,,Democratic,Hillary R. Clinton,404,12,0,2186
Hanover County,404 - Black Creek,President,,Republican,Donald J. Trump,1694,12,0,2186
Hanover County,404 - Black Creek,President,,Libertarian,Gary Johnson,39,12,0,2186
Hanover County,404 - Black Creek,President,,Independent,Evan McMullin,30,12,0,2186
Hanover County,404 - Black Creek,President,,Green,Jill Stein,7,12,0,2186
Hanover County,405 - Pebble Creek,President,,Democratic,Hillary R. Clinton,361,10,0,1182
Hanover County,405 - Pebble Creek,President,,Republican,Donald J. Trump,759,10,0,1182
Hanover County,405 - Pebble Creek,President,,Libertarian,Gary Johnson,31,10,0,1182
Hanover County,405 - Pebble Creek,President,,Independent,Evan McMullin,20,10,0,1182
Hanover County,405 - Pebble Creek,President,,Green,Jill Stein,1,10,0,1182
Hanover County,406 - Beaverdam Creek,President,,Democratic,Hillary R. Clinton,132,1,0,487
Hanover County,406 - Beaverdam Creek,President,,Republican,Donald J. Trump,319,1,0,487
Hanover County,406 - Beaverdam Creek,President,,Libertarian,Gary Johnson,22,1,0,487
Hanover County,406 - Beaverdam Creek,President,,Independent,Evan McMullin,7,1,0,487
Hanover County,406 - Beaverdam Creek,President,,Green,Jill Stein,6,1,0,487
Hanover County,502 - Rural Point,President,,Democratic,Hillary R. Clinton,542,17,0,1908
Hanover County,502 - Rural Point,President,,Republican,Donald J. Trump,1271,17,0,1908
Hanover County,502 - Rural Point,President,,Libertarian,Gary Johnson,45,17,0,1908
Hanover County,502 - Rural Point,President,,Independent,Evan McMullin,21,17,0,1908
Hanover County,502 - Rural Point,President,,Green,Jill Stein,12,17,0,1908
Hanover County,503 - Newman,President,,Democratic,Hillary R. Clinton,523,11,0,1637
Hanover County,503 - Newman,President,,Republican,Donald J. Trump,1000,11,0,1637
Hanover County,503 - Newman,President,,Libertarian,Gary Johnson,79,11,0,1637
Hanover County,503 - Newman,President,,Independent,Evan McMullin,19,11,0,1637
Hanover County,503 - Newman,President,,Green,Jill Stein,5,11,0,1637
Hanover County,504 - Studley,President,,Democratic,Hillary R. Clinton,236,9,0,1271
Hanover County,504 - Studley,President,,Republican,Donald J. Trump,954,9,0,1271
Hanover County,504 - Studley,President,,Libertarian,Gary Johnson,40,9,0,1271
Hanover County,504 - Studley,President,,Independent,Evan McMullin,20,9,0,1271
Hanover County,504 - Studley,President,,Green,Jill Stein,12,9,0,1271
Hanover County,505 - Totopotomoy,President,,Democratic,Hillary R. Clinton,211,6,0,1001
Hanover County,505 - Totopotomoy,President,,Republican,Donald J. Trump,740,6,0,1001
Hanover County,505 - Totopotomoy,President,,Libertarian,Gary Johnson,35,6,0,1001
Hanover County,505 - Totopotomoy,President,,Independent,Evan McMullin,5,6,0,1001
Hanover County,505 - Totopotomoy,President,,Green,Jill Stein,4,6,0,1001
Hanover County,506 - Georgetown,President,,Democratic,Hillary R. Clinton,369,9,0,1386
Hanover County,506 - Georgetown,President,,Republican,Donald J. Trump,923,9,0,1386
Hanover County,506 - Georgetown,President,,Libertarian,Gary Johnson,63,9,0,1386
Hanover County,506 - Georgetown,President,,Independent,Evan McMullin,18,9,0,1386
Hanover County,506 - Georgetown,President,,Green,Jill Stein,4,9,0,1386
Hanover County,507 - Laurel Meadow,President,,Democratic,Hillary R. Clinton,460,12,0,1758
Hanover County,507 - Laurel Meadow,President,,Republican,Donald J. Trump,1185,12,0,1758
Hanover County,507 - Laurel Meadow,President,,Libertarian,Gary Johnson,77,12,0,1758
Hanover County,507 - Laurel Meadow,President,,Independent,Evan McMullin,20,12,0,1758
Hanover County,507 - Laurel Meadow,President,,Green,Jill Stein,4,12,0,1758
Hanover County,601 - Village,President,,Democratic,Hillary R. Clinton,726,11,0,2748
Hanover County,601 - Village,President,,Republican,Donald J. Trump,1863,11,0,2748
Hanover County,601 - Village,President,,Libertarian,Gary Johnson,105,11,0,2748
Hanover County,601 - Village,President,,Independent,Evan McMullin,22,11,0,2748
Hanover County,601 - Village,President,,Green,Jill Stein,21,11,0,2748
Hanover County,602 - Lee Davis,President,,Democratic,Hillary R. Clinton,557,5,0,2075
Hanover County,602 - Lee Davis,President,,Republican,Donald J. Trump,1410,5,0,2075
Hanover County,602 - Lee Davis,President,,Libertarian,Gary Johnson,73,5,0,2075
Hanover County,602 - Lee Davis,President,,Independent,Evan McMullin,14,5,0,2075
Hanover County,602 - Lee Davis,President,,Green,Jill Stein,16,5,0,2075
Hanover County,603 - Mechanicsville,President,,Democratic,Hillary R. Clinton,565,8,0,1504
Hanover County,603 - Mechanicsville,President,,Republican,Donald J. Trump,838,8,0,1504
Hanover County,603 - Mechanicsville,President,,Libertarian,Gary Johnson,56,8,0,1504
Hanover County,603 - Mechanicsville,President,,Independent,Evan McMullin,24,8,0,1504
Hanover County,603 - Mechanicsville,President,,Green,Jill Stein,13,8,0,1504
Hanover County,604 - Hanover Grove,President,,Democratic,Hillary R. Clinton,342,7,0,1295
Hanover County,604 - Hanover Grove,President,,Republican,Donald J. Trump,882,7,0,1295
Hanover County,604 - Hanover Grove,President,,Libertarian,Gary Johnson,50,7,0,1295
Hanover County,604 - Hanover Grove,President,,Independent,Evan McMullin,13,7,0,1295
Hanover County,604 - Hanover Grove,President,,Green,Jill Stein,1,7,0,1295
Hanover County,701 - Farrington,President,,Democratic,Hillary R. Clinton,478,9,0,1762
Hanover County,701 - Farrington,President,,Republican,Donald J. Trump,1190,9,0,1762
Hanover County,701 - Farrington,President,,Libertarian,Gary Johnson,55,9,0,1762
Hanover County,701 - Farrington,President,,Independent,Evan McMullin,20,9,0,1762
Hanover County,701 - Farrington,President,,Green,Jill Stein,10,9,0,1762
Hanover County,702 - Montpelier,President,,Democratic,Hillary R. Clinton,582,9,0,1660
Hanover County,702 - Montpelier,President,,Republican,Donald J. Trump,984,9,0,1660
Hanover County,702 - Montpelier,President,,Libertarian,Gary Johnson,66,9,0,1660
Hanover County,702 - Montpelier,President,,Independent,Evan McMullin,12,9,0,1660
Hanover County,702 - Montpelier,President,,Green,Jill Stein,7,9,0,1660
Hanover County,703 - Rockville,President,,Democratic,Hillary R. Clinton,520,13,0,1724
Hanover County,703 - Rockville,President,,Republican,Donald J. Trump,1110,13,0,1724
Hanover County,703 - Rockville,President,,Libertarian,Gary Johnson,57,13,0,1724
Hanover County,703 - Rockville,President,,Independent,Evan McMullin,15,13,0,1724
Hanover County,703 - Rockville,President,,Green,Jill Stein,9,13,0,1724
Hanover County,704 - Elmont,President,,Democratic,Hillary R. Clinton,684,11,0,1981
Hanover County,704 - Elmont,President,,Republican,Donald J. Trump,1165,11,0,1981
Hanover County,704 - Elmont,President,,Libertarian,Gary Johnson,76,11,0,1981
Hanover County,704 - Elmont,President,,Independent,Evan McMullin,33,11,0,1981
Hanover County,704 - Elmont,President,,Green,Jill Stein,12,11,0,1981
Hanover County,705 - South Anna,President,,Democratic,Hillary R. Clinton,308,3,0,1024
Hanover County,705 - South Anna,President,,Republican,Donald J. Trump,654,3,0,1024
Hanover County,705 - South Anna,President,,Libertarian,Gary Johnson,34,3,0,1024
Hanover County,705 - South Anna,President,,Independent,Evan McMullin,18,3,0,1024
Hanover County,705 - South Anna,President,,Green,Jill Stein,7,3,0,1024
Hanover County,Ab - Central Absentee Precinct,President,,Democratic,Hillary R. Clinton,2066,46,0,5539
Hanover County,Ab - Central Absentee Precinct,President,,Republican,Donald J. Trump,3080,46,0,5539
Hanover County,Ab - Central Absentee Precinct,President,,Libertarian,Gary Johnson,247,46,0,5539
Hanover County,Ab - Central Absentee Precinct,President,,Independent,Evan McMullin,73,46,0,5539
Hanover County,Ab - Central Absentee Precinct,President,,Green,Jill Stein,27,46,0,5539
Hanover County,Provisional,President,,Democratic,Hillary R. Clinton,22,2,0,66
Hanover County,Provisional,President,,Republican,Donald J. Trump,38,2,0,66
Hanover County,Provisional,President,,Libertarian,Gary Johnson,3,2,0,66
Hanover County,Provisional,President,,Independent,Evan McMullin,1,2,0,66
Hanover County,Provisional,President,,Green,Jill Stein,0,2,0,66
Harrisonburg City,101 - Northeast,President,,Democratic,Hillary R. Clinton,1432,15,0,2384
Harrisonburg City,101 - Northeast,President,,Republican,Donald J. Trump,753,15,0,2384
Harrisonburg City,101 - Northeast,President,,Libertarian,Gary Johnson,117,15,0,2384
Harrisonburg City,101 - Northeast,President,,Independent,Evan McMullin,41,15,0,2384
Harrisonburg City,101 - Northeast,President,,Green,Jill Stein,26,15,0,2384
Harrisonburg City,102 - East Central,President,,Democratic,Hillary R. Clinton,693,12,0,1056
Harrisonburg City,102 - East Central,President,,Republican,Donald J. Trump,263,12,0,1056
Harrisonburg City,102 - East Central,President,,Libertarian,Gary Johnson,49,12,0,1056
Harrisonburg City,102 - East Central,President,,Independent,Evan McMullin,21,12,0,1056
Harrisonburg City,102 - East Central,President,,Green,Jill Stein,18,12,0,1056
Harrisonburg City,103 - Southeast,President,,Democratic,Hillary R. Clinton,1302,28,0,2351
Harrisonburg City,103 - Southeast,President,,Republican,Donald J. Trump,842,28,0,2351
Harrisonburg City,103 - Southeast,President,,Libertarian,Gary Johnson,113,28,0,2351
Harrisonburg City,103 - Southeast,President,,Independent,Evan McMullin,34,28,0,2351
Harrisonburg City,103 - Southeast,President,,Green,Jill Stein,32,28,0,2351
Harrisonburg City,104 - East,President,,Democratic,Hillary R. Clinton,1257,15,0,2325
Harrisonburg City,104 - East,President,,Republican,Donald J. Trump,880,15,0,2325
Harrisonburg City,104 - East,President,,Libertarian,Gary Johnson,116,15,0,2325
Harrisonburg City,104 - East,President,,Independent,Evan McMullin,25,15,0,2325
Harrisonburg City,104 - East,President,,Green,Jill Stein,32,15,0,2325
Harrisonburg City,105 - South East Central,President,,Democratic,Hillary R. Clinton,1235,13,0,2152
Harrisonburg City,105 - South East Central,President,,Republican,Donald J. Trump,736,13,0,2152
Harrisonburg City,105 - South East Central,President,,Libertarian,Gary Johnson,115,13,0,2152
Harrisonburg City,105 - South East Central,President,,Independent,Evan McMullin,30,13,0,2152
Harrisonburg City,105 - South East Central,President,,Green,Jill Stein,23,13,0,2152
Harrisonburg City,201 - Northwest,President,,Democratic,Hillary R. Clinton,1079,23,0,2054
Harrisonburg City,201 - Northwest,President,,Republican,Donald J. Trump,801,23,0,2054
Harrisonburg City,201 - Northwest,President,,Libertarian,Gary Johnson,76,23,0,2054
Harrisonburg City,201 - Northwest,President,,Independent,Evan McMullin,46,23,0,2054
Harrisonburg City,201 - Northwest,President,,Green,Jill Stein,29,23,0,2054
Harrisonburg City,202 - Southwest,President,,Democratic,Hillary R. Clinton,1266,16,0,2299
Harrisonburg City,202 - Southwest,President,,Republican,Donald J. Trump,829,16,0,2299
Harrisonburg City,202 - Southwest,President,,Libertarian,Gary Johnson,89,16,0,2299
Harrisonburg City,202 - Southwest,President,,Independent,Evan McMullin,48,16,0,2299
Harrisonburg City,202 - Southwest,President,,Green,Jill Stein,51,16,0,2299
Harrisonburg City,203 - West,President,,Democratic,Hillary R. Clinton,1156,12,0,1954
Harrisonburg City,203 - West,President,,Republican,Donald J. Trump,620,12,0,1954
Harrisonburg City,203 - West,President,,Libertarian,Gary Johnson,84,12,0,1954
Harrisonburg City,203 - West,President,,Independent,Evan McMullin,48,12,0,1954
Harrisonburg City,203 - West,President,,Green,Jill Stein,34,12,0,1954
Harrisonburg City,Ab - Central Absentee Precinct,President,,Democratic,Hillary R. Clinton,788,10,0,1409
Harrisonburg City,Ab - Central Absentee Precinct,President,,Republican,Donald J. Trump,534,10,0,1409
Harrisonburg City,Ab - Central Absentee Precinct,President,,Libertarian,Gary Johnson,50,10,0,1409
Harrisonburg City,Ab - Central Absentee Precinct,President,,Independent,Evan McMullin,17,10,0,1409
Harrisonburg City,Ab - Central Absentee Precinct,President,,Green,Jill Stein,10,10,0,1409
Harrisonburg City,Provisional,President,,Democratic,Hillary R. Clinton,4,0,0,9
Harrisonburg City,Provisional,President,,Republican,Donald J. Trump,4,0,0,9
Harrisonburg City,Provisional,President,,Libertarian,Gary Johnson,1,0,0,9
Harrisonburg City,Provisional,President,,Independent,Evan McMullin,0,0,0,9
Harrisonburg City,Provisional,President,,Green,Jill Stein,0,0,0,9
Henrico County,101 - Coalpit (CD 7),President,,Democratic,Hillary R. Clinton,1272,17,0,2644
Henrico County,101 - Coalpit (CD 7),President,,Republican,Donald J. Trump,1193,17,0,2644
Henrico County,101 - Coalpit (CD 7),President,,Libertarian,Gary Johnson,97,17,0,2644
Henrico County,101 - Coalpit (CD 7),President,,Independent,Evan McMullin,49,17,0,2644
Henrico County,101 - Coalpit (CD 7),President,,Green,Jill Stein,16,17,0,2644
Henrico County,102 - Dumbarton (CD 7),President,,Democratic,Hillary R. Clinton,1469,16,0,2108
Henrico County,102 - Dumbarton (CD 7),President,,Republican,Donald J. Trump,505,16,0,2108
Henrico County,102 - Dumbarton (CD 7),President,,Libertarian,Gary Johnson,69,16,0,2108
Henrico County,102 - Dumbarton (CD 7),President,,Independent,Evan McMullin,28,16,0,2108
Henrico County,102 - Dumbarton (CD 7),President,,Green,Jill Stein,21,16,0,2108
Henrico County,103 - Glen Allen (CD 7),President,,Democratic,Hillary R. Clinton,1238,21,0,2805
Henrico County,103 - Glen Allen (CD 7),President,,Republican,Donald J. Trump,1389,21,0,2805
Henrico County,103 - Glen Allen (CD 7),President,,Libertarian,Gary Johnson,106,21,0,2805
Henrico County,103 - Glen Allen (CD 7),President,,Independent,Evan McMullin,41,21,0,2805
Henrico County,103 - Glen Allen (CD 7),President,,Green,Jill Stein,10,21,0,2805
Henrico County,104 - Glenside (CD 7),President,,Democratic,Hillary R. Clinton,1105,9,0,1490
Henrico County,104 - Glenside (CD 7),President,,Republican,Donald J. Trump,326,9,0,1490
Henrico County,104 - Glenside (CD 7),President,,Libertarian,Gary Johnson,31,9,0,1490
Henrico County,104 - Glenside (CD 7),President,,Independent,Evan McMullin,3,9,0,1490
Henrico County,104 - Glenside (CD 7),President,,Green,Jill Stein,16,9,0,1490
Henrico County,105 - Greendale (CD 7),President,,Democratic,Hillary R. Clinton,664,8,0,1221
Henrico County,105 - Greendale (CD 7),President,,Republican,Donald J. Trump,464,8,0,1221
Henrico County,105 - Greendale (CD 7),President,,Libertarian,Gary Johnson,50,8,0,1221
